Anthropicaware,BDaware,DMaware,OAaware,AFaware,AGaware,CGPTaware,Ciceroaware,Claudeaware,GPT4aware,Sophiaaware,NNaware,TFaware,TSaware,Amariaware,SCaware,chatbottrust,LLMtrust,robottrust,gameAItrust,relativeLLMchatbottrust,trainingdatatrust,algorithmtrust,outputtrust,companytrust,engineertrust,governmenttrust,admiration,awe,pride,compassion,excitement,respect,AID1,AID2,AID3,AID4,AID5,RS1,RS2,RS3,RS4,RS5,RS6,RS7,RS8,RS9,SI1,SI2,SI3,SI4,PMC1,PMC3,PMC4,PMC8,PMC9,PMC10,PMC11,PMC12,PMC13,LLM1,LLM2,LLM3,MP1,MP2,MP3,MP4,owngoals,safegoals,upholding,selfaware,sitaware,selfcontrol,understanding,friendliness,power,ownmotives,MCE1,MCE2,MCE3,MCE4,MCE5,MCE6,F1,F11,chatGPTsentient,emergence,HLAIemergence,SIemergence,SF1,SF2,upload1,upload2,universe,YG1,YG2,YG3,YG4,MCA1,MCA2,MCEn1,MCEn2,attention,own,work,smart,exper,fint,fexp,politics,religion,relelse,diet,feedback,minutes,age,gender,region,raceethnicity,education,income,zipcode,Pcode,religionRNR,dietMR,exp_seen_abuse,exp_video_abuse,exp_conv_robot,exp_book_article,exp_conv_friend,exp_none,exp_prop,RS1_r,education_recode,age_recode,income_recode,weight
(3) probably yes,(3) probably yes,(2) yes,(2) yes,(3) probably yes,(2) yes,(1) definitely yes,(2) yes,(2) yes,(2) yes,(3) probably yes,(3) probably yes,(3) probably yes,(2) yes,(2) yes,(2) yes,5,1,6,3,4,4.96,4.3,5.38,5.68,7,2.68,5.92,6.4,4.54,1.84,5.92,2.98,No,No,No,6,It's too fast.,6,1,7,5,5,5,3,5,3,7,3,5,5,3,7,3,4,2,5,7,3,3,3,3,6,51,40,91,62,70,71,65,43,72,31,83,67,83,91,5,6,3,3,3,6,Yes,No,Yes,-1,0,3,5,6,1.96,2,One with humans,Somewhat concerned,It is already more intelligent than people,Strongly support,Strongly support,5,7,6,7,(2) agree,No,No,No,"[""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",0,1,3.4,Protestant,,Meat-eater,"Very infomative.



Good job!   Enjoy thid survey, thank you",33.13,71,Female,Northeast,Asian,10,67500,11801,93,0,0,0,0,1,1,1,0,0.6,2,bachelors,55_,50000_74999,0.875894052
(6) definitely no,(6) definitely no,(2) yes,(2) yes,(6) definitely no,(6) definitely no,(1) definitely yes,(6) definitely no,(6) definitely no,(2) yes,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,3,5,3,3,5,6.04,5.74,5.92,2.86,2.98,3.1,4.42,4.36,4.24,4.54,4.72,4.3,No,Yes,Yes,6,It's fine.,5,3,5,3,3,3,5,5,3,3,2,3,5,5,7,3,3,3,3,3,3,6,3,3,3,60,36,64,59,61,26,56,36,63,37,59,40,63,36,5,3,7,5,5,5,Yes,No,Not sure,5,15,5,2,5,5.8,5,One with humans,Not at all concerned,Somewhat likely,Somewhat support,Somewhat support,5,5,5,7,(2) agree,No,No,No,"[""Had a conversation with a family member or friend about robots/AIs""]",0,1,3.2,Protestant,,Meat-eater,This survey was interesting,18.3,49,Female,South,Black,8,2500,30458,94,0,0,0,0,0,0,1,0,0.2,3,some_college,35_54,_24999,0.931696155
(3) probably yes,(5) no,(3) probably yes,(5) no,(5) no,(4) probably no,(4) probably no,(3) probably yes,(3) probably yes,(3) probably yes,(3) probably yes,(3) probably yes,(3) probably yes,(3) probably yes,(4) probably no,(3) probably yes,5,5,6,6,5,4.66,4.6,5.2,3.88,5.56,2.92,3.34,3.28,3.04,3.4,5.2,3.82,No,Not sure,Not sure,4,It's fine.,3,5,5,5,5,3,2,4,4,6,2,3,5,5,5,5,5,5,6,5,5,5,5,5,6,18,43,68,13,34,51,61,13,56,23,51,66,41,64,5,5,3,5,5,5,Yes,Not sure,Not sure,2,1,1,5,5,4.9,6,One with humans,Somewhat concerned,Very likely,Strongly oppose,Not sure,6,6,5,5,(2) agree,No,No,Yes,"[""None of the above""]",2,2,3.84,Catholic,,Meat-eater,,16.6,46,Male,Northeast,Black,11,57500,14211,95,0,0,0,0,0,0,0,1,0,5,post_grad,35_54,50000_74999,1.129174445
(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(4) probably no,(4) probably no,(5) no,(5) no,(5) no,4,4,4,4,4,4.36,2.74,3.04,4.84,4.3,5.38,3.46,3.22,1.6,3.28,4.06,3.94,Not sure,Not sure,Yes,6,It's too fast.,5,3,4,5,5,5,4,5,4,6,5,5,5,5,5,5,1,1,1,2,1,2,4,1,1,24,45,58,43,33,71,50,30,50,29,50,50,26,24,2,2,2,1,1,1,Yes,Yes,Yes,0,0,0,6,5,3.64,3,One with humans,Not very concerned,Not very likely,Somewhat support,Somewhat support,2,3,3,5,(2) agree,No,No,Yes,"[""None of the above""]",0,2,4,Catholic,,Meat-eater,,24.1,56,Female,West,Hispanic,8,32500,92562,96,0,0,0,0,0,0,0,1,0,3,some_college,55_,25000_49999,1.0477255
(5) no,No opinion,(6) definitely no,(2) yes,No opinion,(4) probably no,(3) probably yes,(5) no,(5) no,(5) no,(3) probably yes,(3) probably yes,(5) no,(5) no,(5) no,(4) probably no,5,6,5,5,5,5.2,2.2,4.54,2.32,4.54,1.3,4.78,4.78,4.54,2.86,4.72,4.42,Not sure,No,Yes,5,Not sure,4,4,3,3,5,4,6,4,4,7,5,4,5,6,5,5,3,1,3,3,3,2,4,3,1,11,12,36,24,36,41,41,6,12,47,13,68,9,71,4,1,6,5,6,1,Not sure,Not sure,No,10,18,25,5,5,2.2,1,One with humans,Not very concerned,It is already more intelligent than people,Strongly support,Somewhat support,7,3,7,6,(2) agree,No,No,No,"[""None of the above""]",1,2,2.08,None,,Other restrictions,,18.72,38,Female,Northeast,Black,3,32500,19119,97,1,1,0,0,0,0,0,1,0,4,less_than_high,35_54,25000_49999,1.091415322
(5) no,(4) probably no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(4) probably no,(5) no,(2) yes,(4) probably no,(5) no,(5) no,(5) no,2,2,1,4,4,1,1,1,1,1,1.12,1,1,1,1,1,1,No,No,Yes,5,Not sure,3,4,2,4,4,4,4,4,4,7,4,4,4,4,4,7,1,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,No,Not sure,Not sure,1,1,1,1,4,1,1,One with humans,Not at all concerned,Not at all likely,Not sure,Not sure,7,3,3,1,(2) agree,Yes,No,Yes,"[""None of the above""]",0,0,3.12,None,Spiritual,Meat-eater,,26.87,52,Female,South,Other (Non-Hispanic),11,32500,30605,98,1,0,0,0,0,0,0,1,0,5,post_grad,35_54,25000_49999,1.042319613
(6) definitely no,(5) no,(4) probably no,(6) definitely no,(5) no,(3) probably yes,(5) no,(6) definitely no,(6) definitely no,(4) probably no,(6) definitely no,(6) definitely no,(3) probably yes,(5) no,(6) definitely no,(6) definitely no,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,No,No,5,It's too fast.,1,7,2,7,7,1,7,7,5,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,7,1,No,Yes,No,5,25,10,1,1,1,1,One with humans,Somewhat concerned,Somewhat likely,Strongly support,Strongly support,3,1,3,1,(2) agree,No,No,Yes,"[""Had a conversation with a family member or friend about robots/AIs""]",0,0,5,Protestant,,Meat-eater,,18.65,69,Female,Midwest,Indigenous,10,32500,65661,99,0,0,0,0,0,0,1,0,0.2,7,bachelors,55_,25000_49999,0.305111276
(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,4,4,2,4,4,2.26,2.32,2.38,2.2,1.18,1.12,2.02,2.02,2.02,1.72,1.96,2.08,No,No,No,2,It's too fast.,6,6,6,5,4,4,6,6,6,7,6,6,6,4,4,4,2,1,4,1,1,1,4,4,1,3,4,60,23,71,7,7,9,8,4,5,7,69,76,1,1,1,1,1,1,No,No,No,10,5,5,1,1,1.42,2,One with humans,Somewhat concerned,Very likely,Somewhat support,Not sure,6,5,3,2,(2) agree,No,No,No,"[""None of the above""]",0,0,4.12,Protestant,,Meat-eater,weird --this set up by AI????,11.8,80,Male,South,Indigenous,8,62500,30094,100,0,0,0,0,0,0,0,1,0,2,some_college,55_,50000_74999,0.442756062
(5) no,(5) no,(3) probably yes,(5) no,(6) definitely no,(6) definitely no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,5,6,2,3,5,1.6,2.08,2.92,1.9,2.02,1.18,2.86,1.18,2.86,2.02,1.36,3.22,Not sure,Not sure,No,2,It's too fast.,1,2,5,6,6,1,7,7,7,2,7,7,7,6,7,6,1,1,1,1,1,1,5,1,5,41,56,99,76,57,59,28,33,58,56,33,67,17,13,1,1,1,1,1,1,No,No,No,0,15,5,1,5,1.12,1,One with humans,Very concerned,Not at all likely,Somewhat oppose,Somewhat support,6,3,5,3,(2) agree,No,No,No,"[""Had a conversation with a robot/AI""]",4,2,4.92,Catholic,,Meat-eater,,15.7,20,Male,Midwest,Hispanic,8,7500,64468,101,0,0,0,0,1,0,0,0,0.2,7,some_college,18_34,_24999,1.017125313
(5) no,(6) definitely no,(6) definitely no,(5) no,(5) no,(5) no,(1) definitely yes,(5) no,(6) definitely no,(6) definitely no,(5) no,(5) no,(6) definitely no,(5) no,(5) no,(6) definitely no,6,6,4,6,5,4.12,4.24,4.42,3.82,3.7,2.2,4.72,5.32,3.82,3.52,5.5,4.78,Not sure,No,Not sure,5,It's too fast.,3,4,6,7,6,1,7,7,6,6,5,6,6,6,7,7,4,4,4,4,4,4,6,4,4,76,72,87,53,37,76,41,76,65,69,54,54,75,69,4,4,4,4,6,4,Not sure,Yes,No,0,10,0,7,7,1,1,One with humans,Very concerned,Very likely,Strongly support,Strongly support,7,6,7,7,(2) agree,No,No,Yes,"[""Had a conversation with a robot/AI""]",1,1,2.96,None,,Meat-eater,,13.3,21,Female,Midwest,Black,5,52500,60203,102,1,0,0,0,1,0,0,0,0.2,5,high,18_34,50000_74999,0.99197843
(5) no,(4) probably no,(6) definitely no,(3) probably yes,(6) definitely no,(3) probably yes,(1) definitely yes,(3) probably yes,(6) definitely no,(3) probably yes,(6) definitely no,(4) probably no,(3) probably yes,(6) definitely no,(6) definitely no,(4) probably no,4,4,4,4,4,5.02,4,4,4,4,4,4,4.06,4,3.64,4,4,Not sure,Not sure,Yes,6,Not sure,4,5,6,6,5,3,4,4,5,4,6,6,7,4,4,4,4,5,5,4,4,4,5,4,4,35,0,50,52,0,0,31,0,9,24,0,50,50,24,5,7,5,4,4,4,Not sure,Not sure,Not sure,1,0,1,3,4,2.98,2,One with humans,Somewhat concerned,Not very likely,Somewhat support,Not sure,5,6,7,7,(2) agree,Yes,No,No,"[""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status""]",1,2,3,None,,Vegan,,18.52,38,Female,Northeast,Asian,11,7500,11215,103,1,1,0,0,1,1,0,0,0.4,4,post_grad,35_54,_24999,0.807744235
(5) no,(5) no,(5) no,(3) probably yes,(5) no,(5) no,(2) yes,(5) no,(5) no,(5) no,(5) no,(3) probably yes,(5) no,(5) no,(5) no,(5) no,6,6,6,6,6,5.74,6.34,5.98,5.5,6.58,5.26,5.74,5.74,5.44,4.9,6.52,5.56,Yes,Not sure,Yes,5,It's fine.,5,3,7,5,5,3,3,4,5,5,3,3,5,2,4,6,6,6,6,6,5,7,6,6,6,71,68,78,59,71,66,71,67,64,66,71,67,92,71,6,6,6,6,6,5,Yes,Yes,Not sure,3,5,5,7,2,4.84,2,One with humans,Somewhat concerned,Somewhat likely,Somewhat support,Somewhat support,7,7,7,7,(2) agree,No,No,Yes,"[""None of the above""]",1,2,2,Protestant,,Meat-eater,,35.53,53,Female,South,Hispanic,10,17500,78759,104,0,0,0,0,0,0,0,1,0,3,bachelors,35_54,_24999,0.739866763
No opinion,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(1) definitely yes,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,No opinion,No opinion,(6) definitely no,(6) definitely no,(6) definitely no,2,6,4,7,4,5.02,5.38,6.7,6.52,6.64,5.2,6.58,5.92,6.4,6.64,5.68,6.16,Not sure,Yes,Yes,6,It's fine.,7,1,7,4,4,5,6,1,6,7,1,1,4,1,2,4,7,7,7,6,7,6,7,7,7,100,97,98,93,94,95,96,95,95,95,95,98,99,98,5,5,4,1,4,7,No,Not sure,Not sure,20,25,17,7,4,6.22,7,One with humans,Very concerned,Very likely,Not sure,Strongly support,7,7,7,7,(2) agree,Yes,No,Yes,"[""None of the above""]",0,4,4.72,Catholic,,Vegan,,18.38,54,Female,Northeast,Black,3,7500,11221,105,0,1,0,0,0,0,0,1,0,1,less_than_high,35_54,_24999,0.916163421
(4) probably no,(4) probably no,(5) no,(3) probably yes,(4) probably no,(3) probably yes,(5) no,(5) no,(5) no,(3) probably yes,(3) probably yes,(3) probably yes,(5) no,(5) no,(5) no,(5) no,2,5,5,2,6,4.54,4.72,5.08,4.72,5.02,4.84,4.3,4.42,4.24,4.24,4.66,4.54,Not sure,Not sure,Yes,5,It's fine.,6,2,5,2,6,2,5,5,5,5,2,4,5,5,6,6,6,3,6,6,6,2,6,6,5,59,57,66,61,61,56,59,64,58,58,59,63,59,56,6,3,6,6,3,6,Yes,Not sure,Not sure,0,0,10,3,5,4.72,6,One with humans,Somewhat concerned,Not very likely,Somewhat oppose,Somewhat support,5,6,3,6,(2) agree,No,No,Yes,"[""Read a book or article that discussed AI ethics or moral status""]",0,1,3.52,Protestant,,Other restrictions,,16.47,57,Female,Northeast,Asian,8,42500,19425,106,0,1,0,0,0,1,0,0,0.2,2,some_college,55_,25000_49999,1.089445021
(5) no,(5) no,(5) no,(2) yes,(5) no,(5) no,(2) yes,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,No,Yes,4,It's too fast.,2,2,6,7,7,1,7,7,2,7,6,6,6,7,7,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,No,No,No,0,0,0,5,2,1,1,One without humans,Not sure,Not sure,Strongly support,Strongly support,7,7,5,6,(2) agree,No,No,Yes,"[""None of the above""]",0,1,2.56,Agnostic,,Meat-eater,,9.62,56,Female,West,Black,9,37500,97402,107,1,0,0,0,0,0,0,1,0,6,associates,55_,25000_49999,0.877929326
(5) no,(1) definitely yes,(3) probably yes,(2) yes,(5) no,(5) no,(3) probably yes,(5) no,(5) no,(2) yes,(5) no,(3) probably yes,(5) no,(5) no,(5) no,(5) no,3,3,5,5,2,4.24,3.94,3.7,2.68,5.14,3.7,3.64,5.68,3.64,1.78,3.28,2.74,No,No,Yes,3,It's too slow.,5,2,3,2,2,2,3,3,4,7,3,5,6,2,1,1,1,1,1,1,1,2,5,5,5,0,0,35,17,1,3,1,9,43,7,2,1,64,2,4,1,6,1,7,1,No,Yes,No,10,10,10,6,5,5.02,7,One without humans,Not very concerned,Very likely,Strongly oppose,Strongly oppose,7,7,7,7,(2) agree,Yes,No,Yes,"[""Had a conversation with a family member or friend about robots/AIs""]",0,3,3.28,Atheist,,Meat-eater,Humans are a virus on the planet,38.05,45,Male,South,Hispanic,10,32500,78228,108,1,0,0,0,0,0,1,0,0.2,3,bachelors,35_54,25000_49999,1.014485936
(3) probably yes,(3) probably yes,(4) probably no,(1) definitely yes,(3) probably yes,(3) probably yes,(3) probably yes,(3) probably yes,(3) probably yes,(3) probably yes,(3) probably yes,(4) probably no,(3) probably yes,(2) yes,(3) probably yes,(1) definitely yes,5,5,6,3,6,5.8,1.96,5.8,6.28,5.92,2.68,5.92,4.66,6.1,3.34,6.88,6.4,Not sure,Yes,Not sure,5,Not sure,7,3,7,5,5,7,7,7,7,7,7,7,7,4,4,4,5,3,4,5,5,5,4,2,2,8,0,96,25,11,100,32,80,96,1,100,96,4,77,6,1,7,5,1,5,Not sure,Not sure,Yes,0,0,0,7,6,6.76,7,One with humans,Not very concerned,Not at all likely,Somewhat oppose,Somewhat oppose,5,3,3,5,(2) agree,Yes,No,No,"[""Read a book or article that discussed AI ethics or moral status""]",0,0,3.4,Protestant,,Other restrictions,I believe that there's a lot people don't know about AI and it's underrated in over a year at once. It's something we need to be delicate with as as far as bringing it to the public because you can go South pretty quickly.,21.02,29,Male,West,Asian,5,2500,89107,109,0,1,0,0,0,1,0,0,0.2,1,high,18_34,_24999,0.954993247
(5) no,(5) no,(5) no,(1) definitely yes,(6) definitely no,(5) no,(1) definitely yes,(5) no,(6) definitely no,(1) definitely yes,(1) definitely yes,(5) no,(3) probably yes,(5) no,(5) no,(5) no,1,1,1,1,1,2.56,2.74,3.04,1.3,1.24,1.18,1,6.52,1.06,1.24,1.36,1,No,No,No,1,Not sure,1,5,7,5,3,5,3,5,1,7,3,5,7,3,7,3,1,1,1,1,1,1,1,1,1,3,2,95,6,92,2,1,11,94,4,5,0,93,93,1,1,1,1,3,7,No,Yes,No,2,2,4,5,3,2.2,5,One with humans,Somewhat concerned,Very likely,Strongly support,Strongly support,5,7,1,1,(2) agree,No,No,No,"[""None of the above""]",0,0,4.6,Protestant,,Other restrictions,Intresting,15.07,63,Male,South,Indigenous,9,112500,28139,110,0,1,0,0,0,0,0,1,0,7,associates,55_,100000_,0.360383688
(5) no,(2) yes,(3) probably yes,(5) no,(5) no,(5) no,(2) yes,(5) no,(5) no,(3) probably yes,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,4,4,5,4,4,5.5,5.26,4.9,2.92,5.2,2.62,3.52,5.56,4.9,3.94,4.96,4.96,Not sure,No,No,1,It's too fast.,6,1,7,3,2,3,2,2,1,4,1,1,3,1,4,4,1,1,1,1,1,1,1,1,1,20,6,81,22,23,23,23,22,23,23,23,68,5,8,1,1,1,1,1,1,No,No,No,0,0,0,6,5,1.84,1,One with humans,Not at all concerned,Not at all likely,Somewhat support,Somewhat oppose,6,5,4,5,(2) agree,No,No,Yes,"[""Had a conversation with a robot/AI""]",1,2,2.68,Catholic,,Meat-eater,"I believe the technology is here, and the companies and government need to work fast to put in place , regulations and safety for public use.  Itâ€™s here no matter how, much we want to delay, itâ€™s progress, the companies , donâ€™t have to stop. Other countries, will continue to move fast due to competition and money.  When living in MA, the news reports, more frequently on the progress of AIâ€™s and such.",30.22,62,Female,South,Hispanic,9,27500,19805,111,0,0,0,0,1,0,0,0,0.2,2,associates,55_,25000_49999,0.873427223
(6) definitely no,(6) definitely no,(4) probably no,(5) no,(6) definitely no,(4) probably no,(1) definitely yes,(4) probably no,(3) probably yes,(5) no,(6) definitely no,(6) definitely no,(4) probably no,(6) definitely no,(3) probably yes,(6) definitely no,5,7,5,5,4,6.94,6.82,7,5.74,6.94,2.2,7,1,6.22,4.24,7,6.28,Yes,No,No,3,It's fine.,7,1,7,1,2,7,1,1,7,6,1,1,1,4,1,1,6,4,7,7,1,7,7,7,7,100,76,99,29,100,93,98,100,100,100,100,100,100,21,5,7,5,7,5,7,Yes,Yes,Yes,3,15,5,2,2,6.52,7,One with humans,Not at all concerned,Somewhat likely,Somewhat oppose,Strongly oppose,3,3,7,7,(2) agree,No,No,No,"[""Had a conversation with a family member or friend about robots/AIs""]",1,4,1.64,Buddhist,,Meat-eater,,10.52,52,Female,Northeast,Asian,10,77500,10028,112,0,0,0,0,0,0,1,0,0.2,1,bachelors,35_54,75000_99999,0.883348602
(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(4) probably no,(5) no,(5) no,(5) no,(4) probably no,(5) no,(5) no,(5) no,(5) no,(5) no,3,3,5,3,4,3.46,3.16,3.34,3.16,3.28,3.88,5.5,5.26,2.98,3.46,3.34,3.28,Not sure,Yes,No,4,It's too fast.,5,4,7,2,6,3,5,5,5,6,5,5,5,7,7,7,4,1,7,1,7,1,5,7,3,86,76,79,26,84,79,79,78,29,88,30,74,71,30,6,3,1,3,7,1,Not sure,Yes,Not sure,5,10,8,1,4,2.26,3,One with humans,Somewhat concerned,Somewhat likely,Strongly support,Not sure,7,5,5,4,(2) agree,No,No,No,"[""None of the above""]",0,2,3.24,Protestant,,Meat-eater,,18.52,66,Female,South,Black,6,27500,31206,113,0,0,0,0,0,0,0,1,0,3,high,55_,25000_49999,1.013329903
(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,3,4,2,4,4,4.78,3.94,4.42,4.12,4.24,3.64,4.9,3.58,5.26,4.72,5.5,5.74,Not sure,Not sure,Yes,6,It's too fast.,4,5,4,5,5,5,5,4,6,3,3,3,5,4,4,4,5,4,4,4,3,3,7,5,7,59,70,52,89,50,46,64,50,50,55,62,70,74,52,5,4,6,6,4,4,Not sure,Yes,Not sure,1,0,1,2,2,4.36,3,One with humans,Not very concerned,Not very likely,Not sure,Not sure,7,6,7,7,(2) agree,No,No,Yes,"[""None of the above""]",1,0,2.2,Protestant,,Meat-eater,,24.15,62,Female,South,Black,9,17500,21215,114,0,0,0,0,0,0,0,1,0,4,associates,55_,_24999,0.749321502
(5) no,(5) no,(5) no,(6) definitely no,(4) probably no,(4) probably no,(2) yes,(5) no,(5) no,(3) probably yes,(4) probably no,(3) probably yes,(3) probably yes,(5) no,(4) probably no,(4) probably no,4,4,1,4,3,2.32,2.32,2.26,3.46,5.26,2.38,1.06,3.04,4.12,1.12,1.24,1.06,No,No,Yes,6,It's too fast.,2,2,2,4,5,4,7,4,4,4,5,5,7,7,5,6,3,3,2,1,1,1,2,2,2,45,24,58,20,46,47,65,17,33,28,4,43,71,34,1,1,3,3,5,2,No,No,No,4,8,4,6,5,1.42,1,One with humans,Not very concerned,Somewhat likely,Not sure,Not sure,5,2,7,7,(2) agree,No,No,Yes,[],1,1,2.76,Catholic,,Meat-eater,,19.38,31,Female,South,Hispanic,8,37500,22960,115,0,0,0,0,0,0,0,0,0,6,some_college,18_34,25000_49999,1.087367384
(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(3) probably yes,(5) no,(5) no,(4) probably no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,3,3,2,2,4,1.96,2.02,1.6,2.26,3.04,1,1,1,1.06,1.18,1,1,No,No,Yes,4,Not sure,3,2,1,4,4,4,4,4,2,4,4,4,5,4,4,4,4,1,4,2,2,2,4,3,2,2,1,38,6,2,1,7,16,0,2,1,1,64,63,4,2,4,4,4,1,Not sure,Yes,Not sure,0,0,0,5,4,1,2,One with humans,Not at all concerned,Not very likely,Somewhat support,Not sure,7,5,4,4,(2) agree,No,No,Yes,"[""None of the above""]",0,0,2.8,Protestant,,Meat-eater,,10.95,36,Female,Midwest,Black,7,37500,44003,116,0,0,0,0,0,0,0,1,0,5,some_college,35_54,25000_49999,1.074561426
(1) definitely yes,(1) definitely yes,(1) definitely yes,(1) definitely yes,(3) probably yes,(2) yes,(1) definitely yes,(3) probably yes,(3) probably yes,(2) yes,(4) probably no,(3) probably yes,(4) probably no,(2) yes,(4) probably no,(3) probably yes,5,7,7,6,6,6.4,6.46,5.56,6.04,6.82,6.16,5.86,6.52,6.1,5.56,5.92,6.82,No,Yes,No,6,It's fine.,6,6,7,2,2,1,2,1,1,5,1,1,2,6,7,6,7,5,5,7,6,6,7,5,7,68,85,75,83,97,76,74,91,89,70,83,87,76,78,5,6,6,6,7,6,Yes,No,No,2,4,3,6,7,5.74,6,One with humans,Not very concerned,Very likely,Strongly support,Somewhat support,7,6,7,6,(2) agree,No,No,Yes,"[""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",4,4,4.2,Catholic,,Meat-eater,,11.1,36,Male,West,Hispanic,11,112500,95831,117,0,0,0,0,1,1,1,0,0.6,2,post_grad,35_54,100000_,1.047524492
(5) no,(5) no,(5) no,(2) yes,(5) no,(5) no,(1) definitely yes,(5) no,(5) no,(1) definitely yes,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,2,2,2,2,4,5.8,6.52,5.98,6.88,6.58,1.18,5.14,4.42,7,3.46,4.54,5.92,No,Not sure,Yes,7,It's too fast.,1,5,5,5,6,4,7,6,7,4,4,6,6,6,6,6,4,4,4,4,4,4,6,7,6,62,64,82,50,62,82,100,73,77,47,100,76,88,95,6,3,6,2,7,6,Not sure,Yes,No,8,4,3,2,2,4.3,4,One with humans,Not very concerned,Very likely,Not sure,Somewhat support,7,6,7,7,(2) agree,No,No,Yes,"[""None of the above""]",0,1,3.4,None,,Meat-eater,,16.05,34,Female,Northeast,Black,9,37500,14450,118,1,0,0,0,0,0,0,1,0,7,associates,18_34,25000_49999,0.938313639
(1) definitely yes,(2) yes,(2) yes,(1) definitely yes,(3) probably yes,(1) definitely yes,(1) definitely yes,(2) yes,(3) probably yes,(1) definitely yes,(2) yes,(1) definitely yes,(1) definitely yes,(1) definitely yes,(1) definitely yes,(1) definitely yes,7,7,6,7,7,7,7,6.7,7,6.1,5.14,6.64,5.98,7,7,7,7,Yes,Yes,Yes,7,It's fine.,5,7,6,7,7,7,7,6,5,7,5,5,3,7,6,7,7,7,7,7,6,7,3,7,5,100,95,100,96,87,100,95,100,84,97,84,100,93,100,7,7,5,7,3,7,Not sure,No,Yes,2015,2014,2018,6,7,7,7,One with humans,Very concerned,Very likely,Strongly support,Strongly support,7,7,5,7,(2) agree,No,No,Yes,"[""Saw a robot being physically abused or attacked by humans"",""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",5,5,5,Catholic,,Meat-eater,Good Invention,17.38,41,Male,Midwest,Hispanic,11,137500,46803,119,0,0,1,1,1,0,1,0,0.8,3,post_grad,35_54,100000_,1.03116881
(6) definitely no,(6) definitely no,(5) no,(6) definitely no,(6) definitely no,(6) definitely no,(2) yes,(6) definitely no,(6) definitely no,(5) no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,4,4,2,4,4,3.88,1.42,2.32,5.2,5.2,4.18,2.14,3.16,3.28,2.38,1,3.88,Not sure,Not sure,Not sure,4,Not sure,4,2,4,7,7,1,7,7,4,4,7,7,7,7,7,7,4,2,2,4,4,4,4,4,4,40,38,45,44,36,45,43,48,33,38,36,44,33,38,4,4,4,4,4,4,Not sure,Not sure,Not sure,0,0,0,1,4,1,1,One with humans,Not very concerned,Not very likely,Not sure,Strongly support,5,5,6,7,(2) agree,No,No,No,"[""None of the above""]",0,0,1,Muslim,,Meat-eater,No other comments,25.8,67,Female,South,Black,3,67500,72114,120,0,0,0,0,0,0,0,1,0,4,less_than_high,55_,50000_74999,1.029862524
