PMC1,PMC2,PMC3,PMC4,PMC5,PMC6,PMC7,PMC8,PMC9,PMC10,PMC11,PMC12,MCE1,MCE2,MCE3,MCE4,MCE5,MCE6,MCE7,MCE8,MCE9,MCE21,MCE22,MCE23,MCE24,MCE25,MCE26,MCE27,MCE28,MCE29,MCE30,MCE31,MP1,MP2,MP3,MP4,SI1,SI2,SI3,SI4,SI6,SI7,SI8,SI9,SI10,SI11,SI12,SI13,SI14,SI15,SI16,F1,F11,F2,F3,F4,F5,F6,F7,F8,F9,F10,MCA1,MCA2,MCEn1,MCEn2,Norm,TA1,TA2,Sub1,Sub2,Anth1,Anth2,Anth3,Anth4,attention,own,work,smart,exper,fint,fexp,politics,religion,relelse,diet,feedback,minutes,progress,age,gender,region,raceethnicity,education,income,Pcode,exp_seen_abuse,exp_video_abuse,exp_conv_robot,exp_book_article,exp_conv_friend,exp_none,religionRNR,dietMR,exp_prop,PMC1nr,PMC2nr,PMC3nr,PMC4nr,PMC5nr,PMC6nr,PMC7nr,PMC8nr,PMC9nr,PMC10nr,PMC11nr,PMC12nr,MCE1nr,MCE2nr,MCE3nr,MCE4nr,MCE5nr,MCE6nr,MCE7nr,MCE8nr,MCE9nr,SI1nr,SI2nr,SI3nr,SI4nr,MCA1nr,MCA2nr,MCEn1nr,MCEn2nr,education_recode,age_recode,income_recode,weight
5,6,5,5,1,1,6,5,5,6,2,1,6,2,6,6,7,1,6,4,6,4.6,2.64,4.68,3.92,3.96,3.44,2.84,2.64,4.52,4.48,3.8,12,13,55,37,6,7,7,7,3,2,1,1,1,2,2,2,3,5,3,Not sure,Not sure,20,50,55,3.32,3.56,3.8,3.6,2.76,3.32,5,5,5,7,3.82,3.64,2.38,5.68,5.44,7.1,6.4,8.1,6.4,(2) agree,No,No,Yes,"[""Had a conversation with a family member or friend about robots/AIs""]",0,1,3,Agnostic,,Meat-eater,Interesting survey. We already have enough social issues with humans. Adding robots would be crazy. I would not want the robots to suffer but if you created them with a purpose and now they do not want to serve it is like having another human doing whatever they want and taking up resources from earth.,11.25,0.923076923,23,Female,South,Hispanic,10,47500,150,0,0,0,0,1,0,1,0,0.2,4,5,4,4,1,1,5,4,4,5,2,1,5,2,5,5,6,1,5,,5,5,6,6,6,4,4,4,6,bachelors,18_34,25000_49999,0.692836149
7,5,5,6,4,6,4,4,1,4,1,4,4,4,6,4,4,7,4,4,4,2.64,2.04,2.84,4.16,3.88,2.84,1.16,3.68,4.6,1.36,1.04,3,0,1,2,7,7,7,7,5,1,4,7,4,4,5,6,4,5,3,Not sure,Yes,50,100,66,3.2,3.44,2.84,3.24,2.96,3.08,6,3,6,6,2.56,1.12,4.18,1.66,5.26,4.7,5,4.4,5.7,(2) agree,No,Yes,No,"[""None of the above""]",0,0,4.32,Catholic,,Meat-eater,,11.98,0.923076923,19,Male,South,Hispanic,5,82500,151,0,0,0,0,0,1,0,0,0,6,4,4,5,,5,,,1,,1,,,,5,,,6,,,,6,6,6,6,5,3,5,5,high,18_34,75000_99999,1.375461096
5,5,5,5,3,3,5,5,4,5,5,3,5,2,4,3,5,1,7,4,5,3.12,2.88,2.68,1.92,2.2,2.36,2.32,2.56,2.6,2.64,2.64,45,47,43,49,5,5,6,7,7,4,5,2,2,7,7,4,7,1,3,Not sure,Not sure,15,10,62,3.36,3.72,3.64,3.52,3.32,3.84,7,7,7,7,5.26,3.22,3.58,4.48,4.54,3.9,3.2,2.8,3.5,(2) agree,No,No,No,"[""None of the above""]",0,1,2.52,None,,Meat-eater,,9.57,0.923076923,50,Female,South,Hispanic,9,77500,152,0,0,0,0,0,1,1,0,0,4,4,4,4,3,3,4,4,,4,4,3,4,2,,3,4,1,6,,4,4,4,5,6,6,6,6,6,associates,35_54,75000_99999,0.846842081
7,7,2,7,6,7,7,6,6,6,6,2,6,7,7,7,7,2,7,7,7,4,4,4,4,4,4,4.04,4,4,4,4,0,0,70,70,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,No,Yes,50,100,100,5,2.8,5,5,5,5,7,7,7,7,6.82,1,7,1,1,0,0,0,0,(2) agree,No,No,Yes,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",0,1,3.68,Catholic,,Meat-eater,,13.75,0.923076923,45,Female,South,Hispanic,8,32500,153,0,1,0,1,1,0,0,0,0.6,6,6,2,6,5,6,6,5,5,5,5,2,5,6,6,6,6,2,6,6,6,,,,,6,6,6,6,some_college,35_54,25000_49999,1.026261155
6,4,5,4,5,4,4,4,2,4,4,4,3,4,4,4,4,4,5,4,4,3,3,2.92,2.52,2.52,3,2.56,3,3,3.6,3,51,36,77,62,5,4,5,6,1,1,1,2,1,1,4,2,4,1,1,No,Yes,2,-1,100,3.2,3.36,2.92,3.24,3.24,2.68,7,7,7,7,2.56,4,3.34,4,4,5,3.5,4.2,3.6,(2) agree,Yes,No,Yes,"[""None of the above""]",1,2,2.48,Agnostic,,Meat-eater,,8.42,0.923076923,24,Female,West,Hispanic,10,2500,154,0,0,0,0,0,1,1,0,0,5,,4,,4,,,,2,,,,3,,,,,,4,,,4,,4,5,6,6,6,6,bachelors,18_34,_24999,0.603726421
5,6,5,5,3,3,3,2,1,2,2,2,1,1,5,2,5,1,2,3,2,4.96,4.96,3.6,2.76,3.04,3.8,4.24,1.08,3.4,4.96,4.92,1,1,68,26,5,5,5,6,5,4,2,3,3,1,1,1,5,4,1,No,No,100,100,50,1,1,2.96,1,1,1,7,5,6,6,4,1.06,1,1,4,0,0,0,0,(2) agree,No,No,Yes,"[""None of the above""]",0,1,2.52,Catholic,,Meat-eater,,9.03,0.923076923,63,Female,South,Hispanic,10,92500,155,0,0,0,0,0,1,0,0,0,4,5,4,4,3,3,3,2,1,2,2,2,1,1,4,2,4,1,2,3,2,4,4,4,5,6,4,5,5,bachelors,55_,75000_99999,0.797750541
1,6,7,7,1,2,6,2,2,2,1,7,6,2,1,6,1,2,2,2,2,3.2,3.28,4.6,2.52,2.56,1.88,2.24,2.12,2.32,4.48,4.52,32,42,76,64,5,2,2,2,6,5,6,6,5,6,6,7,5,6,5,Not sure,Not sure,-1,-1,43,2.8,2.76,2.64,2.16,2.56,2.96,7,6,7,6,5.8,3.64,3.88,5.44,3.64,4.4,4.2,3.8,4.1,(2) agree,No,No,No,"[""None of the above""]",0,0,1,Protestant,,Meat-eater,,7.15,0.923076923,25,Female,Northeast,Hispanic,5,32500,156,0,0,0,0,0,1,0,0,0,1,5,6,6,1,2,5,2,2,2,1,6,5,2,1,5,1,2,2,2,2,4,2,2,2,6,5,6,5,high,18_34,25000_49999,0.971854377
1,4,1,1,1,1,4,7,7,4,7,4,7,6,7,5,7,1,7,7,7,5,5,5,5,3,1,5,1,3,5,1,99,100,100,100,4,1,1,1,7,7,7,1,1,1,7,1,1,7,1,Yes,Yes,0,0,100,1,1,1,5,5,5,7,7,7,7,1,4.3,7,3.4,4,10,10,10,10,(2) agree,No,No,Yes,"[""None of the above""]",0,3,2.44,Catholic,,Meat-eater,,7.5,0.923076923,33,Male,Midwest,Hispanic,5,2500,157,0,0,0,0,0,1,0,0,0,1,,1,1,1,1,,6,6,,6,,6,5,6,4,6,1,6,6,6,,1,1,1,6,6,6,6,high,18_34,_24999,0.97611946
5,5,3,5,5,5,3,3,3,3,3,2,1,1,1,1,1,1,3,5,6,3.08,5,2.44,3.96,4,3.08,4.8,2,3.04,5,4.96,1,0,18,16,5,5,3,3,2,1,2,7,2,4,1,4,4,3,1,No,No,1,20,1,1,1,1,1,1,1,5,3,7,5,1,1,1,1,5.86,0,0,0.1,0.1,(2) agree,No,No,No,"[""None of the above""]",0,1,1,Catholic,,Meat-eater,nothing,67.63,0.923076923,60,Female,West,Hispanic,5,22500,158,0,0,0,0,0,1,0,0,0,4,4,3,4,4,4,3,3,3,3,3,2,1,1,1,1,1,1,3,4,5,4,4,3,3,4,3,6,4,high,55_,_24999,0.802836602
4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,6,3,6,5,6,3.68,3.48,3.6,3.08,3,3.44,3,3,3.48,3.32,3.64,61,60,61,59,5,3,5,3,3,2,2,2,2,1,1,1,2,6,2,Not sure,Yes,20,20,62,3.68,3.64,3.64,3.68,3.68,3.64,7,7,7,7,4.24,4,4.24,4.54,4.9,6,5.1,5.9,5,(2) agree,No,No,No,"[""None of the above""]",0,1,3,Catholic,,Meat-eater,None.  Very interesting and thought provoking.,20.7,0.923076923,67,Female,South,Hispanic,11,32500,159,0,0,0,0,0,1,0,0,0,,,,,,,4,4,,,4,,,,,,5,3,5,4,5,4,3,4,3,6,6,6,6,post_grad,55_,25000_49999,0.72907781
7,7,7,7,6,6,6,6,6,7,7,5,7,3,7,7,7,3,7,7,7,5,4.96,5,1.96,1.88,1.8,1.76,1.84,2.16,5,5,1,0,49,50,3,5,3,5,1,1,1,1,2,1,1,1,1,3,1,No,No,0,0,0,3.48,3,4.12,3.16,3.48,5,7,5,7,7,7,1,4,7,1,0,0,5.2,0,(2) agree,No,No,No,"[""None of the above""]",0,0,3,Catholic,,Meat-eater,,6.22,0.923076923,45,Female,West,Hispanic,9,62500,160,0,0,0,0,0,1,0,0,0,6,6,6,6,5,5,5,5,5,6,6,4,6,3,6,6,6,3,6,6,6,3,4,3,4,6,4,6,6,associates,35_54,50000_74999,0.924802698
7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,2,6,6,6,3.64,3.68,5,4.4,3.92,2.6,3.56,2.2,4.56,4.88,4.04,63,61,60,67,6,5,6,7,4,4,3,1,4,1,1,1,3,3,1,Not sure,Not sure,20,3,58,3.28,2.84,3.8,3.2,2.84,3.24,6,6,6,7,4.3,1.3,2.56,5.5,4.12,2.4,2,2.1,3.9,(2) agree,No,No,No,"[""None of the above""]",0,0,2.6,Catholic,,Meat-eater,,17.68,0.923076923,58,Female,West,Hispanic,5,27500,161,0,0,0,0,0,1,0,0,0,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,5,5,4,5,6,5,5,5,6,high,55_,25000_49999,0.93320215
4,4,4,4,4,4,4,4,3,5,5,4,4,2,4,4,4,4,4,4,4,4.32,3.72,4.28,3,3.84,3.08,3,3.04,3.04,4.4,4,50,49,49,49,4,4,5,6,2,2,2,2,2,3,3,4,2,1,2,Not sure,Not sure,5,10,50,2.56,2.72,3,2.52,2.36,3,6,5,6,6,4.06,1.6,3.94,4.24,3.94,3.7,3.5,4.7,1.6,(2) agree,No,No,Yes,"[""None of the above""]",0,1,1.64,Catholic,,Meat-eater,,10.15,0.923076923,46,Male,South,Hispanic,5,112500,162,0,0,0,0,0,1,0,0,0,,,,,,,,,3,4,4,,,2,,,,,,,,,,4,5,5,4,5,5,high,35_54,100000_,1.503233409
1,5,6,6,5,5,6,5,2,2,7,1,3,3,3,7,3,6,6,3,7,3.52,3.8,1.84,2.76,1.6,3.36,4,2,2,4.52,3.84,28,29,67,72,6,3,5,6,2,5,1,2,1,2,2,1,2,7,7,No,Yes,20,0,100,4.44,1.84,4.28,4.68,2.28,2.16,7,7,7,7,4.6,1,6.1,2.32,5.02,0,0,2.1,4.8,(2) agree,Yes,No,Yes,"[""None of the above""]",2,4,3.8,Catholic,,Meat-eater,,13.02,0.923076923,42,Male,West,Hispanic,7,112500,163,0,0,0,0,0,1,0,0,0,1,4,5,5,4,4,5,4,2,2,6,1,3,3,3,6,3,5,5,3,6,5,3,4,5,6,6,6,6,some_college,35_54,100000_,1.705192027
2,4,2,4,4,4,4,4,4,4,5,2,4,4,4,4,4,2,4,5,4,3.56,3.28,3.24,2.6,3,2.96,2.6,2.16,3.08,3.04,3,8,8,100,82,5,3,4,4,4,4,3,2,1,2,3,3,3,5,4,Not sure,Yes,10,10,65,3.2,3.52,3,3.28,3.08,2.96,5,5,5,5,3.94,1.06,4.06,3.16,3.16,3.3,1.7,4.5,1.5,(2) agree,Yes,Yes,Yes,"[""Had a conversation with a robot/AI""]",0,2,2.28,Atheist,,Meat-eater,Nothing,6.87,0.923076923,45,Male,South,Hispanic,10,87500,164,0,0,1,0,0,0,1,0,0.2,2,,2,,,,,,,,4,2,,,,,,2,,4,,4,3,,,4,4,4,4,bachelors,35_54,75000_99999,0.955303756
1,7,1,2,1,7,6,7,7,7,7,6,6,6,6,7,7,7,7,7,7,3.76,3.88,4,4.28,4.8,3.96,3.68,4.44,4.28,4.36,3.24,71,67,80,89,6,2,2,1,6,7,7,5,6,6,7,7,6,7,7,Yes,Yes,10,20,100,4.04,3.68,2.16,4.4,4.2,4.4,7,6,6,6,5.56,2.5,6.76,1,1.96,4.4,8.6,7.8,6.6,(2) agree,Yes,Yes,Yes,"[""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",5,4,1.28,Catholic,,Meat-eater,,10.42,0.923076923,35,Male,West,Hispanic,11,47500,165,0,0,1,1,1,0,0,0,0.6,1,6,1,2,1,6,5,6,6,6,6,5,5,5,5,6,6,6,6,6,6,5,2,2,1,6,5,5,5,post_grad,35_54,25000_49999,0.884313935
3,7,5,1,2,7,7,6,5,7,5,2,7,7,7,3,7,5,7,3,7,4.92,3.64,3.76,2.32,2.36,2.92,2.24,4.52,4.96,4.96,3.6,35,42,78,70,6,6,6,6,3,3,2,1,1,1,4,3,3,4,1,No,Not sure,15,20,98,4.84,4.84,4.88,3.48,4,4.6,7,6,7,7,2.44,5.14,5.26,3.22,1.54,4.9,4.7,6.4,3.4,(2) agree,No,No,No,"[""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status""]",2,2,2.52,Protestant,,Meat-eater,,11.83,0.923076923,40,Female,West,Hispanic,8,2500,166,0,0,1,1,0,0,0,0,0.4,3,6,4,1,2,6,6,5,4,6,4,2,6,6,6,3,6,4,6,3,6,5,5,5,5,6,5,6,6,some_college,35_54,_24999,0.894267679
1,6,5,5,3,3,5,7,5,6,5,5,5,3,6,6,7,5,5,7,5,4.56,2.08,3.36,3.64,1.8,2.68,2.48,2,2.28,5,3.4,76,70,93,79,7,7,6,7,7,6,6,6,4,6,7,4,6,7,7,Not sure,Yes,1,1,72,4.08,4.32,4,3.48,3.84,3.68,6,5,3,5,4.54,5.38,5.32,4.96,5.5,8.9,7.1,7,6.7,(2) agree,Yes,No,Yes,"[""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",3,3,3.92,Catholic,,Meat-eater,,8,0.923076923,37,Female,West,Hispanic,10,112500,167,0,0,1,0,1,0,0,0,0.4,1,5,4,4,3,3,4,6,4,5,4,4,4,3,5,5,6,4,4,6,4,6,6,5,6,5,4,3,4,bachelors,35_54,100000_,0.916408694
3,1,1,1,5,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,4.72,4.76,4.76,4.8,4.76,4.76,4.8,4.88,4.84,4.6,4.92,95,91,90,93,7,5,7,7,6,5,7,4,3,1,7,3,7,6,6,Yes,Yes,1,1,84,4.4,4.76,4.64,4.64,4.4,4.56,7,7,7,7,6.22,6.58,6.04,2.26,1.9,9.1,9.4,8.9,9,(2) agree,No,Yes,No,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Had a conversation with a robot/AI""]",1,1,4.76,Catholic,,Meat-eater,Good survey,11.5,0.923076923,61,Male,South,Hispanic,7,17500,168,0,1,1,0,0,0,0,0,0.4,3,1,1,1,4,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,some_college,55_,_24999,1.068760243
5,6,5,7,3,3,2,2,3,2,2,1,4,5,4,3,2,4,2,2,4,4.12,4,4.04,3,3.64,3.44,3.72,4.12,3.76,3.96,3.8,4,1,63,26,5,6,6,6,1,1,1,1,1,1,2,1,1,1,1,No,No,0,-1,15,1,1,1.04,1,1,1,7,7,6,7,5.44,1,3.34,4.18,2.26,0,0.1,0,0,(2) agree,Yes,No,Yes,"[""None of the above""]",0,1,2.16,None,,Meat-eater,Interesting survey,17.57,0.923076923,46,Female,South,Hispanic,10,72500,169,0,0,0,0,0,1,1,0,0,4,5,4,6,3,3,2,2,3,2,2,1,,4,,3,2,,2,2,,4,5,5,5,6,6,5,6,bachelors,35_54,50000_74999,0.855474879
6,2,5,5,2,2,2,2,1,2,1,2,3,1,5,2,5,1,5,3,6,2,1.72,2.52,1.88,2.44,1.56,1.96,2.28,2.44,3.28,1.56,20,20,85,61,5,4,5,5,3,3,2,2,3,3,4,4,3,1,3,Not sure,Yes,5,5,75,4.08,3.4,2.6,3.24,3.4,3.12,3,3,3,6,5.14,1.72,1.9,5.08,4.42,3,3.8,2.7,2.5,(2) agree,Yes,Yes,Yes,"[""None of the above""]",1,2,3.52,None,,Meat-eater,,16.72,0.923076923,38,Female,Northeast,Hispanic,7,97500,170,0,0,0,0,0,1,1,0,0,5,2,4,4,2,2,2,2,1,2,1,2,3,1,4,2,4,1,4,3,5,4,,4,4,3,3,3,5,some_college,35_54,75000_99999,1.24645939
7,7,7,7,6,4,7,6,4,6,5,4,6,4,4,6,7,1,7,6,7,1.84,1.8,1.76,2.2,4.68,3.4,4.12,3.84,4.2,1.92,1.84,31,20,81,92,4,4,4,5,4,3,3,3,3,6,6,5,5,5,5,Yes,Yes,10,10,61,4.16,4.44,4.44,4.44,4.4,4.52,7,5,7,7,6.16,2.56,4.84,4.3,5.8,2.6,1.5,1.6,6.7,(2) agree,Yes,No,Yes,"[""None of the above""]",0,2,2,Protestant,,Meat-eater,,9.58,0.923076923,54,Female,Midwest,Hispanic,5,32500,171,0,0,0,0,0,1,0,0,0,6,6,6,6,5,,6,5,,5,4,,5,,,5,6,1,6,5,6,,,,4,6,4,6,6,high,35_54,25000_49999,0.903222602
1,5,2,2,3,1,3,3,1,4,4,4,5,1,5,1,5,1,6,5,6,4,4,1,1,1,4,4,1,1,1,4,0,0,100,60,6,1,1,1,4,3,2,1,1,2,1,2,2,7,5,No,Not sure,20,10,100,1.44,1.48,5,1.2,1.52,1,6,6,6,6,7,1,1,7,5.02,0,1,1,0,(2) agree,Yes,Yes,Yes,"[""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",1,1,1,None,,Meat-eater,,19.67,0.923076923,42,Male,South,Hispanic,8,32500,172,0,0,1,0,1,0,1,0,0.4,1,4,2,2,3,1,3,3,1,,,,4,1,4,1,4,1,5,4,5,5,1,1,1,5,5,5,5,some_college,35_54,25000_49999,1.235607577
4,5,2,2,1,1,6,5,6,4,5,3,6,3,5,3,4,1,5,5,6,3.96,3.6,3.44,2.88,2.6,2.24,2.48,1.44,2.36,3.52,2.44,31,28,75,36,5,2,2,3,6,5,4,3,6,1,1,1,3,7,5,Not sure,Yes,40,100,65,4.44,3.48,3.96,3.6,4.04,3.68,5,2,4,5,4.24,2.26,3.4,4.66,5.2,4.4,4.7,6.4,3.1,(2) agree,No,No,Yes,"[""Had a conversation with a robot/AI""]",2,3,3.92,None,,Meat-eater,,16.58,0.923076923,42,Male,Midwest,Hispanic,5,32500,173,0,0,1,0,0,0,1,0,0.2,,4,2,2,1,1,5,4,5,,4,3,5,3,4,3,,1,4,4,5,4,2,2,3,4,2,,4,high,35_54,25000_49999,1.08747046
3,2,3,6,1,1,3,5,2,5,3,3,5,5,6,2,6,5,6,6,6,3.92,4.48,4,4.12,3.56,1.32,3.6,2.08,3.8,3.92,3.72,30,11,91,61,6,6,5,7,5,5,5,3,3,2,5,5,6,4,3,No,Not sure,1,25,66,3.88,2.48,4.32,2.72,1.76,2.36,6,7,7,7,7,1,1,6.16,7,0,2.3,3.8,1.3,(2) agree,No,No,No,"[""None of the above""]",0,0,2.84,Protestant,,Meat-eater,no it was fine,52.83,0.923076923,53,Female,West,Hispanic,9,42500,174,0,0,0,0,0,1,0,0,0,3,2,3,5,1,1,3,4,2,4,3,3,4,4,5,2,5,4,5,5,5,5,5,4,6,5,6,6,6,associates,35_54,25000_49999,0.717857591
7,5,7,7,4,4,4,5,4,5,5,5,4,3,3,3,6,1,5,4,5,3,3,3,3,3,3,3,3,3,3,3,1,0,54,81,7,3,5,5,1,1,1,1,1,1,1,1,1,1,1,No,Not sure,-1,10,50,5,4.08,5,5,4.96,4.96,7,5,7,7,3.94,1,1.06,5.02,4,0,0,0,0,(2) agree,No,No,Yes,"[""Had a conversation with a family member or friend about robots/AIs""]",0,1,1,Atheist,,Meat-eater,"What a strange survey.  I wasn't sure of how to respond.  I never want to see a being mistreated, but more importantly,  I am against the excessive development of AI.  If it exists humans WILL find a way to abuse and exploit it.",24.97,0.923076923,59,Female,West,Hispanic,9,72500,175,0,0,0,0,1,0,1,0,0.2,6,4,6,6,,,,4,,4,4,4,,3,3,3,5,1,4,,4,6,3,4,4,6,4,6,6,associates,55_,50000_74999,0.929816785
4,4,4,3,7,4,7,4,1,7,4,5,7,5,7,5,7,4,7,7,7,5,5,4.04,4.12,4.28,1.84,4,1.76,5,5,5,100,100,100,100,4,1,5,5,5,4,4,3,7,2,5,1,6,5,3,Yes,Not sure,10,15,62,5,2.88,4.16,5,3.12,4.96,7,7,7,7,1,1,5.68,1,1,3.7,10,2.7,6,(2) agree,No,No,Yes,"[""None of the above""]",1,2,3,Protestant,,Meat-eater,,19.08,0.923076923,28,Female,South,Hispanic,10,62500,176,0,0,0,0,0,1,0,0,0,,,,3,6,,6,,1,6,,4,6,4,6,4,6,,6,6,6,,1,4,4,6,6,6,6,bachelors,18_34,50000_74999,0.892568035
7,5,7,7,5,5,5,4,5,5,5,4,4,4,5,5,5,1,6,5,4,4.28,1.08,4.56,2.36,1.72,2.16,3.6,2.12,2.44,4.76,2.16,23,32,87,76,6,5,5,6,5,2,5,1,2,3,4,5,6,3,3,Not sure,No,55,50,86,4.6,4.48,4.52,4.16,4.44,4.52,7,2,7,2,5.38,1.6,2.2,5.68,1.66,2,6.7,2.3,1.2,(2) agree,Yes,No,Yes,"[""None of the above""]",5,0,2.6,None,,Meat-eater,,10.7,0.923076923,47,Female,Northeast,Hispanic,11,137500,177,0,0,0,0,0,1,1,0,0,6,4,6,6,4,4,4,,4,4,4,,,,4,4,4,1,5,4,,5,4,4,5,6,2,6,2,post_grad,35_54,100000_,1.004287383
6,2,6,6,2,2,6,2,2,5,2,5,5,2,3,4,6,1,2,5,6,4.8,2.88,4.28,1.84,4.88,1.56,4.4,2,3.4,4.88,2.36,12,12,66,70,6,6,6,6,4,4,2,7,1,5,6,3,7,1,1,Yes,Not sure,30,25,82,4.08,1.2,2.2,1.4,1.72,4.2,7,6,7,6,3.4,2.02,2.92,6.1,5.32,2.9,1.5,7.1,6.1,(2) agree,No,Yes,Yes,"[""None of the above""]",1,2,2.76,Catholic,,Meat-eater,Great Survey,11.33,0.923076923,38,Male,South,Hispanic,7,27500,178,0,0,0,0,0,1,0,0,0,5,2,5,5,2,2,5,2,2,4,2,4,4,2,3,,5,1,2,4,5,5,5,5,5,6,5,6,5,some_college,35_54,25000_49999,1.235607577
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.08,3.04,3.12,2.84,3.12,2.92,2.88,3,3.64,3.04,2.76,50,45,45,51,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,Not sure,Not sure,0,0,54,3.2,2.96,2.92,2.76,2.92,3.08,4,4,4,4,4,4,4,4.06,3.52,5,5,5,4.4,(2) agree,No,No,No,"[""None of the above""]",0,0,3.04,Undisclosed,,Meat-eater,,3.92,0.923076923,37,Male,Northeast,Black,8,12500,179,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,some_college,35_54,_24999,0.919626247
3,3,3,3,7,6,7,7,5,7,6,7,7,5,7,3,7,5,7,7,7,5,4.68,4,4.08,4.16,1.44,4.32,1,4.44,5,5,15,16,99,100,3,1,2,1,7,7,5,5,2,2,5,2,7,7,7,Not sure,No,10,5,100,4.24,2,3.56,4.8,4.28,1.4,7,7,7,7,7,1.06,1,1.06,1.06,0.1,0.2,0.1,0.1,(2) agree,Yes,Yes,Yes,"[""Saw a robot being physically abused or attacked by humans"",""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",2,4,1.36,Protestant,,Meat-eater,,11.28,0.923076923,36,Male,Northeast,Hispanic,10,82500,180,1,1,1,1,1,0,0,0,1,3,3,3,3,6,5,6,6,4,6,5,6,6,4,6,3,6,4,6,6,6,3,1,2,1,6,6,6,6,bachelors,35_54,75000_99999,0.971045063
2,5,2,2,1,1,5,5,5,5,5,3,5,5,5,5,5,5,6,5,5,4.2,4.36,4.48,4.4,4.28,2.28,4.28,2,4.16,4.16,4.16,40,42,82,86,5,3,3,3,6,7,5,2,2,4,5,5,6,6,7,Not sure,Yes,2,5,100,4.32,2.52,3.64,4.44,4.2,4.04,7,7,7,7,4.78,3.28,3.34,2.68,2.8,8.7,8.2,7.8,4.5,(2) agree,Yes,No,Yes,"[""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",0,2,3.56,Catholic,,Meat-eater,None.,8.22,0.923076923,31,Male,West,Hispanic,9,52500,181,0,0,0,1,1,0,0,0,0.4,2,4,2,2,1,1,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,3,3,3,6,6,6,6,associates,18_34,50000_74999,1.16173167
5,5,6,7,5,6,6,5,2,5,2,3,6,3,5,5,7,4,5,5,5,4.28,4.96,4.44,2.28,2.16,2.76,3,3,4.32,5,3.68,62,53,100,69,7,6,6,6,4,5,5,4,2,3,2,1,5,6,5,Not sure,Yes,5,5,100,2.52,3.8,4.36,3.12,3.76,2.2,7,7,7,7,4.24,4.3,5.02,5.8,3.94,3.3,3.4,2.8,5.8,(2) agree,Yes,Yes,Yes,"[""Had a conversation with a family member or friend about robots/AIs""]",0,3,3.36,Jewish,,Meat-eater,Interesting.........,11.12,0.923076923,64,Female,Northeast,Hispanic,10,67500,182,0,0,0,0,1,0,0,0,0.2,4,4,5,6,4,5,5,4,2,4,2,3,5,3,4,4,6,,4,4,4,6,5,5,5,6,6,6,6,bachelors,55_,50000_74999,0.874285859
3,5,5,7,3,3,3,6,1,3,3,3,5,2,3,5,5,3,5,3,6,4.12,1.8,1.68,1.4,3.04,1.4,4.24,1.36,3.64,4.8,4.44,9,65,73,66,7,5,5,5,5,5,3,2,1,3,3,2,3,7,6,No,Not sure,15,20,96,4.72,1.4,4.72,3.92,1.36,4.68,2,6,5,7,6.52,1.96,1.06,6.16,5.02,0.1,0.2,4.8,0.2,(2) agree,No,No,Yes,"[""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",1,3,1.56,Jewish,None,Meat-eater,,10.97,0.923076923,48,Female,West,Hispanic,8,175000,183,0,0,1,0,1,0,0,0,0.4,3,4,4,6,3,3,3,5,1,3,3,3,4,2,3,4,4,3,4,3,5,6,4,4,4,2,5,4,6,some_college,35_54,100000_,1.416284889
